cd,name,lat,lng,type
1131509,羽村,35.758073,139.316188,1
1131510,小作,35.776048,139.302233,1
1131511,河辺,35.78473,139.284032,1
1131512,東青梅,35.789768,139.272841,1
1131513,青梅,35.790512,139.258096,1
1131514,宮ノ平,35.787545,139.237289,1
1131515,日向和田,35.788665,139.229515,1
1131516,石神前,35.79683,139.225096,1
1131517,二俣尾,35.803946,139.216161,1
1131518,軍畑,35.807382,139.207431,1
1131519,沢井,35.80594,139.193324,1
1131520,御嶽,35.801468,139.182589,1
1131521,川井,35.813697,139.16429,1
1131522,古里,35.816247,139.152102,1
1131523,鳩ノ巣,35.815127,139.128932,1
1131524,白丸,35.811735,139.114861,1
1131525,奥多摩,35.809357,139.096961,1
1131602,熊川,35.728321,139.33584,1
1131603,東秋留,35.725904,139.311665,1
1131604,秋川,35.727998,139.286715,1
1131605,武蔵引田,35.729711,139.269907,1
1131606,武蔵増戸,35.730961,139.256355,1
1131607,武蔵五日市,35.732248,139.228039,1
1131702,北八王子,35.669232,139.363348,1
1131703,小宮,35.685799,139.368481,1
1131705,東福生,35.745811,139.33594,1
1131706,箱根ケ崎,35.771158,139.346805,1
1131707,金子,35.810822,139.328546,1
1131708,東飯能,35.852928,139.325965,1
1131709,高麗川,35.896328,139.33809,1
1131802,毛呂,35.940806,139.309237,1
1131803,越生,35.962559,139.299437,1
1131804,明覚,36.003309,139.288789,1
1131805,小川町,36.05903,139.260412,1
1131806,竹沢,36.075466,139.229952,1
1131807,折原,36.096296,139.195205,1
1131808,寄居,36.118013,139.194224,1
1131809,用土,36.153858,139.200758,1
1131810,松久,36.172938,139.182127,1
1131811,児玉,36.192624,139.13582,1
1131812,丹荘,36.216668,139.102306,1
1131813,群馬藤岡,36.250336,139.08338,1
1131814,北藤岡,36.282469,139.080779,1
1131815,倉賀野,36.300216,139.049474,1
1131816,高崎,36.322239,139.012354,1
1131902,尾久,35.74683,139.753846,1
1131903,赤羽,35.778026,139.720928,1
1131904,浦和,35.858496,139.657109,1
1131905,さいたま新都心,35.893867,139.633587,1
1131906,大宮,35.906439,139.62405,1
1131907,土呂,35.931997,139.63214,1
1131908,東大宮,35.948751,139.640291,1
1131909,蓮田,35.981272,139.653016,1
1131910,白岡,36.01774,139.666826,1
1131911,新白岡,36.038732,139.67208,1
1131912,久喜,36.065684,139.67727,1
1131913,東鷲宮,36.089428,139.67913,1
1131914,栗橋,36.136852,139.694177,1
1131915,古河,36.194375,139.709726,1
1131916,野木,36.229963,139.734729,1
1131917,間々田,36.257907,139.761039,1
1131918,小山,36.312747,139.806241,1
1131919,小金井,36.374435,139.842232,1
1131920,自治医大,36.39543,139.854524,1
1131921,石橋,36.43651,139.866536,1
1131922,雀宮,36.493845,139.876811,1
1131923,宇都宮,36.559246,139.898389,1
1131924,岡本,36.598182,139.944363,1
1131925,宝積寺,36.631703,139.979487,1
1131926,氏家,36.681696,139.9621,1
1131927,蒲須坂,36.720727,139.950461,1
1131928,片岡,36.754557,139.945665,1
1131929,矢板,36.80655,139.932912,1
1131930,野崎,36.843722,139.957752,1
1131931,西那須野,36.883726,139.986383,1
1131932,那須塩原,36.931956,140.020694,1
1132003,三河島,35.733383,139.777131,1
1132004,南千住,35.734033,139.7994,1
1132005,北千住,35.749677,139.804872,1
1132006,綾瀬,35.762222,139.825019,1
1132007,亀有,35.766527,139.847573,1
1132008,金町,35.769582,139.870482,1
1132009,松戸,35.784472,139.900779,1
1132010,北松戸,35.800459,139.911528,1
1132011,馬橋,35.811682,139.917305,1
1132013,北小金,35.833436,139.931303,1
1132014,南柏,35.844655,139.954111,1
1132015,柏,35.862316,139.971148,1
1132016,北柏,35.875623,139.988035,1
1132017,我孫子,35.87279,140.010466,1
1132018,天王台,35.872558,140.04121,1
1132106,板橋,35.745435,139.719507,1
1132107,十条,35.760321,139.722233,1
1132109,北赤羽,35.787007,139.70569,1
1132110,浮間舟渡,35.791209,139.691341,1
1132111,戸田公園,35.807906,139.678203,1
1132112,戸田,35.817665,139.669548,1
1132113,北戸田,35.826883,139.661201,1
1132115,中浦和,35.853769,139.6375,1
1132116,南与野,35.867456,139.631117,1
1132117,与野本町,35.880968,139.626075,1
1132118,北与野,35.890678,139.628521,1
1132120,日進,35.931555,139.606111,1
1132121,指扇,35.917023,139.564951,1
1132122,南古谷,35.903344,139.519082,1
1132123,川越,35.906742,139.483078,1
1132206,西川越,35.91909,139.459746,1
1132207,的場,35.917478,139.435376,1
1132208,笠幡,35.907551,139.40622,1
1132209,武蔵高萩,35.901729,139.371123,1
1132211,西大宮,35.92228133,139.5797968,1
1132307,宮原,35.940256,139.609455,1
1132308,上尾,35.973522,139.588434,1
1132309,北上尾,35.985632,139.577223,1
1132310,桶川,35.998375,139.564274,1
1132311,北本,36.032112,139.533591,1
1132312,鴻巣,36.0592,139.509552,1
1132313,北鴻巣,36.085529,139.476894,1
1132314,吹上,36.103062,139.45312,1
1132315,行田,36.113879,139.432103,1
1132316,熊谷,36.139627,139.389528,1
1132317,籠原,36.17448,139.330199,1
1132318,深谷,36.191344,139.28127,1
1132319,岡部,36.205645,139.237622,1
1132320,本庄,36.236229,139.188299,1
1132321,神保原,36.25359,139.149172,1
1132322,新町,36.272984,139.105457,1
1132402,本千葉,35.601202,140.120987,1
1132403,蘇我,35.582065,140.130767,1
1132404,鎌取,35.562795,140.178583,1
1132405,誉田,35.546996,140.213748,1
1132406,土気,35.530866,140.269783,1
1132407,大網,35.522427,140.311111,1
1132408,永田,35.503129,140.311162,1
1132409,本納,35.48227,140.30758,1
1132410,新茂原,35.449477,140.29983,1
1132411,茂原,35.426733,140.304121,1
1132412,八積,35.403971,140.345367,1
1132413,上総一ノ宮,35.373401,140.365138,1
1132414,東浪見,35.34669,140.376706,1
1132415,太東,35.319942,140.381184,1
1132416,長者町,35.295839,140.385021,1
1132417,三門,35.282377,140.391567,1
1132418,大原,35.251097,140.390864,1
1132419,浪花,35.222674,140.379428,1
1132420,御宿,35.188028,140.35197,1
1132421,勝浦,35.152722,140.312142,1
1132422,鵜原,35.140828,140.278446,1
1132423,上総興津,35.137146,140.250487,1
1132424,行川アイランド,35.11832,140.226962,1
1132425,安房小湊,35.128597,140.190337,1
1132426,安房天津,35.125473,140.154487,1
1132427,安房鴨川,35.107465,140.103566,1
1132504,浜野,35.551876,140.132089,1
1132505,八幡宿,35.536189,140.120072,1
1132506,五井,35.512985,140.089522,1
1132507,姉ケ崎,35.4786,140.041749,1
1132508,長浦,35.450234,139.995478,1
1132509,袖ケ浦,35.431997,139.95788,1
1132510,巌根,35.414285,139.933229,1
1132511,木更津,35.381668,139.92611,1
1132512,君津,35.333619,139.895697,1
1132513,青堀,35.330304,139.858189,1
1132514,大貫,35.291661,139.855541,1
1132515,佐貫町,35.260113,139.876106,1
1132516,上総湊,35.221855,139.871016,1
1132517,竹岡,35.197582,139.830159,1
1132518,浜金谷,35.168215,139.822141,1
1132519,保田,35.14148,139.838114,1
1132520,安房勝山,35.114022,139.83339,1
1132521,岩井,35.093062,139.849839,1
1132522,富浦,35.04614,139.837811,1
1132523,那古船形,35.028987,139.851388,1
1132524,館山,34.9959,139.861888,1
1132525,九重,34.99752,139.911383,1
1132526,千倉,34.976704,139.954738,1
1132527,千歳,34.991701,139.966378,1
1132528,南三原,35.021065,139.979204,1
1132529,和田浦,35.041885,140.019569,1
1132530,江見,35.062513,140.061026,1
1132531,太海,35.081435,140.096229,1
1132602,八丁堀,35.674617,139.777705,1
1132603,越中島,35.667946,139.792713,1
1132604,潮見,35.658702,139.817341,1
1132605,新木場,35.646172,139.827402,1
1132606,葛西臨海公園,35.644392,139.861529,1
1132607,舞浜,35.636115,139.883714,1
1132608,新浦安,35.649526,139.912553,1
1132609,市川塩浜,35.666554,139.923684,1
1132611,二俣新町,35.691273,139.959525,1
1132612,南船橋,35.681804,139.995773,1
1132613,新習志野,35.667342,140.012825,1
1132614,海浜幕張,35.648373,140.041917,1
1132615,検見川浜,35.637291,140.058888,1
1132616,稲毛海岸,35.629501,140.074034,1
1132617,千葉みなと,35.606172,140.10341,1
1132702,酒々井,35.731737,140.275271,1
1132703,成田,35.777796,140.313853,1
1132705,成田空港（第１旅客ターミナル）,35.763983,140.384644,1
1132706,久住,35.832232,140.338929,1
1132707,滑河,35.877079,140.347871,1
1132708,下総神崎,35.8948,140.410657,1
1132709,大戸,35.890004,140.457828,1
1132710,佐原,35.894522,140.494074,1
1132711,香取,35.897856,140.532367,1
1132712,水郷,35.885508,140.570181,1
1132713,小見川,35.849971,140.604587,1
1132714,笹川,35.839753,140.655716,1
1132715,下総橘,35.818673,140.702273,1
1132716,下総豊里,35.792899,140.721011,1
1132717,椎柴,35.765204,140.758875,1
1132721,東我孫子,35.868945,140.047754,1
1132722,湖北,35.867165,140.077959,1
1132723,新木,35.862352,140.107048,1
1132724,布佐,35.849371,140.13293,1
1132725,木下,35.838817,140.147954,1
1132726,小林,35.830783,140.193028,1
1132727,安食,35.835682,140.242051,1
1132728,下総松崎,35.807806,140.27749,1
1132813,空港第２ビル（第２旅客ターミナル）,35.773693,140.387163,1
1132903,十二橋,35.916984,140.545707,1
1132904,潮来,35.936904,140.549473,1
1132905,延方,35.958072,140.58875,1
1132906,鹿島神宮,35.970614,140.625676,1
1132907,鹿島サッカースタジアム（臨）,35.992707,140.63606,1
1133002,祇園,35.391528,139.948111,1
1133003,上総清川,35.390981,139.965612,1
1133004,東清川,35.390017,139.985847,1
1133005,横田,35.386207,140.020138,1
1133006,東横田,35.386185,140.035995,1
1133007,馬来田,35.36681,140.058485,1
1133008,下郡,35.355018,140.055372,1
1133009,小櫃,35.328252,140.059794,1
1133010,俵田,35.314495,140.061386,1
1133011,久留里,35.295812,140.075613,1
1133012,平山,35.274312,140.064682,1
1133013,上総松丘,35.258226,140.064046,1
1133014,上総亀山,35.233153,140.089479,1
1133102,福俵,35.54617,140.341904,1
1133103,東金,35.560172,140.363743,1
1133104,求名,35.579947,140.39626,1
1133203,与野,35.884393,139.639085,1
1133204,北浦和,35.872053,139.645951,1
1133207,蕨,35.827959,139.690357,1
1133208,西川口,35.815514,139.704312,1
1133209,川口,35.801869,139.717472,1
1133211,東十条,35.763803,139.726858,1
1133212,王子,35.752538,139.73809,1
1133213,上中里,35.74728,139.745769,1
1133228,大井町,35.606257,139.73485,1
1133229,大森,35.588903,139.728079,1
1133230,蒲田,35.562517,139.716032,1
1133233,新子安,35.487064,139.654776,1
1133402,下野花岡,36.649965,140.008606,1
1133403,仁井田,36.657271,140.029573,1
1133404,鴻野山,36.666495,140.051656,1
1133405,大金,36.656275,140.095656,1
1133406,小塙,36.643095,140.11656,1
1133407,滝,36.648558,140.138152,1
1133408,烏山,36.650455,140.15507,1
1133501,渋川,36.491251,139.008786,1
1133502,金島,36.529502,138.976421,1
1133503,祖母島,36.540729,138.957042,1
1133504,小野上,36.552524,138.922202,1
1133505,小野上温泉,36.556909,138.904882,1
1133506,市城,36.570685,138.882247,1
1133507,中之条,36.585541,138.850908,1
1133508,群馬原町,36.571694,138.824091,1
1133509,郷原,36.54876,138.801073,1
1133510,矢倉,36.552731,138.78428,1
1133511,岩島,36.563239,138.759873,1
1133512,川原湯温泉,36.545,138.697222,1
1133513,長野原草津口,36.5465,138.64959,1
1133514,群馬大津,36.553792,138.628045,1
1133515,羽根尾,36.550164,138.605502,1
1133516,袋倉,36.543997,138.579141,1
1133517,万座・鹿沢口,36.531967,138.551395,1
1133518,大前,36.513696,138.528966,1
1133702,北高崎,36.338791,139.001076,1
1133703,群馬八幡,36.337641,138.957433,1
1133704,安中,36.331657,138.914368,1
1133705,磯部,36.298397,138.84965,1
1133706,松井田,36.309151,138.797705,1
1133707,西松井田,36.316067,138.786675,1
1133708,横川,36.336009,138.737926,1
1133802,常陸青柳,36.383582,140.484495,1
1133803,常陸津田,36.404171,140.482914,1
1133804,後台,36.423767,140.489899,1
1133805,下菅谷,36.435394,140.494021,1
1133806,中菅谷,36.445662,140.492626,1
1133807,上菅谷,36.455378,140.492659,1
1133808,南酒出,36.477361,140.498471,1
1133809,額田,36.485705,140.503462,1
1133810,河合,36.508241,140.517118,1
1133811,谷河原,36.519782,140.52502,1
1133812,常陸太田,36.531225,140.52777,1
1133813,常陸鴻巣,36.472414,140.467455,1
1133814,瓜連,36.497805,140.450438,1
1133815,静,36.506012,140.438103,1
1133816,常陸大宮,36.547554,140.412431,1
1133817,玉川村,36.579088,140.374334,1
1133818,野上原,36.605879,140.390127,1
1133819,山方宿,36.6246,140.401244,1
1133820,中舟生,36.645683,140.392242,1
1133821,下小川,36.668975,140.387021,1
1133822,西金,36.69548,140.386468,1
1133823,上小川,36.719216,140.378604,1
1133824,袋田,36.754718,140.379583,1
1133825,常陸大子,36.770657,140.350855,1
1133826,下野宮,36.815744,140.375282,1
1133827,矢祭山,36.84978,140.395278,1
1133828,東館,36.870264,140.423314,1
1133829,南石井,36.894625,140.416902,1
1133830,磐城石井,36.904516,140.415321,1
1133831,磐城塙,36.95862,140.41205,1
1133832,近津,37.000487,140.393699,1
1133833,中豊,37.022479,140.393253,1
1133834,磐城棚倉,37.035127,140.384423,1
1133835,磐城浅川,37.079787,140.414329,1
1133836,里白石,37.104195,140.416655,1
1133837,磐城石川,37.140635,140.443969,1
1133838,野木沢,37.175224,140.42097,1
1133839,川辺沖,37.192794,140.405723,1
1133840,泉郷,37.214494,140.405289,1
1133841,川東,37.270119,140.40622,1
1133842,小塩江,37.295533,140.430246,1
1133843,谷田川,37.31372,140.431117,1
1133844,磐城守山,37.330776,140.406485,1
1133902,小田林,36.300775,139.85353,1
1133903,結城,36.298056,139.873028,1
1133904,東結城,36.296554,139.891485,1
1133905,川島,36.295918,139.916382,1
1133906,玉戸,36.298547,139.93845,1
1133907,下館,36.304197,139.97866,1
1133908,新治,36.328082,140.039076,1
1133909,大和,36.345567,140.073216,1
1133910,岩瀬,36.359377,140.108739,1
1133911,羽黒,36.355292,140.142947,1
1133912,福原,36.351507,140.187249,1
1133913,稲田,36.368903,140.21501,1
1133914,笠間,36.373056,140.246515,1
1133915,宍戸,36.344763,140.288243,1
1134002,鶴田,36.538319,139.858818,1
1134003,鹿沼,36.571222,139.762961,1
1134004,文挟,36.637716,139.727778,1
1134005,下野大沢,36.686427,139.732367,1
1134006,今市,36.720388,139.687348,1
1134007,日光,36.7474,139.62215,1
1134102,高崎問屋町,36.346097,139.017089,1
1134103,井野,36.357457,139.023247,1
1134104,新前橋,36.378936,139.046924,1
1134105,前橋,36.383399,139.072833,1
1134106,前橋大島,36.370585,139.109557,1
1134107,駒形,36.354145,139.139483,1
1134108,伊勢崎,36.326849,139.193704,1
1134109,国定,36.359018,139.242463,1
1134110,岩宿,36.395861,139.297058,1
1134111,桐生,36.41109,139.33319,1
1134112,小俣,36.37496,139.374416,1
1134113,山前,36.347369,139.411322,1
1134114,足利,36.331888,139.456295,1
1134115,富田,36.316209,139.52865,1
1134116,佐野,36.316668,139.578858,1
1134117,岩舟,36.326561,139.657955,1
1134118,大平下,36.344315,139.697264,1
1134119,栃木,36.371912,139.731037,1
1134120,思川,36.351044,139.781079,1
1134205,群馬総社,36.415574,139.032221,1
1134206,八木原,36.463738,139.019239,1
1134208,敷島,36.537636,139.033897,1
1134209,津久田,36.561063,139.042806,1
1134210,岩本,36.602184,139.047438,1
1134211,沼田,36.642513,139.035734,1
1134212,後閑,36.679547,139.000078,1
1134213,上牧,36.735616,138.984533,1
1134214,水上,36.778614,138.9688,1
1134215,湯檜曽,36.802683,138.986209,1
1134216,土合,36.830696,138.967959,1
1134217,土樽,36.875277,138.861446,1
1134218,越後中里,36.910398,138.84846,1
1134219,岩原スキー場前,36.924146,138.839438,1
1134220,越後湯沢,36.935799,138.809227,1
1134221,石打,36.988663,138.804221,1
1134222,大沢,37.02117,138.82131,1
1134223,上越国際スキー場前,37.028755,138.827973,1
1134224,塩沢,37.041463,138.848399,1
1134225,六日町,37.067065,138.875872,1
1134226,五日町,37.1199,138.908346,1
1134227,浦佐,37.167488,138.922798,1
1134228,八色,37.191747,138.934854,1
1134230,越後堀之内,37.23913,138.928003,1
1134231,北堀之内,37.25588,138.896372,1
1134232,越後川口,37.272983,138.861514,1
1134233,小千谷,37.309822,138.813233,1
1134234,越後滝谷,37.368724,138.834932,1
1134235,宮内,37.422223,138.840204,1
1134236,長岡,37.447787,138.853927,1
1140102,甲斐小泉,35.879533,138.359402,1
1140103,甲斐大泉,35.89624,138.409564,1
1140104,清里,35.919093,138.436589,1
1140105,野辺山,35.955289,138.474448,1
1140106,信濃川上,35.975939,138.527345,1
1140107,佐久広瀬,36.003724,138.519349,1
1140108,佐久海ノ口,36.021128,138.490807,1
1140109,海尻,36.041276,138.473536,1
1140110,松原湖,36.060995,138.470509,1
1140111,小海,36.08862,138.482806,1
1140112,馬流,36.101824,138.485963,1
1140113,高岩,36.115711,138.477438,1
1140114,八千穂,36.133281,138.477345,1
1140115,海瀬,36.155743,138.485894,1
1140116,羽黒下,36.166411,138.489618,1
1140117,青沼,36.181259,138.489162,1
1140118,臼田,36.194013,138.488309,1
1140119,龍岡城,36.204184,138.490708,1
1140120,太田部,36.220307,138.4878,1
1140121,中込,36.23062,138.479389,1
1140122,滑津,36.238716,138.475003,1
1140123,北中込,36.254923,138.476661,1
1140124,岩村田,36.27446,138.4724,1
1140125,佐久平,36.277929,138.464367,1
1140126,中佐都,36.280856,138.453549,1
1140127,美里,36.292243,138.450177,1
1140128,三岡,36.30415,138.44846,1
1140129,乙女,36.311371,138.440527,1
1140130,東小諸,36.317057,138.432144,1
1140131,小諸,36.326337,138.422021,1
1140201,富士,35.151497,138.651225,1
1140202,柚木,35.157468,138.639157,1
1140203,竪堀,35.168075,138.645881,1
1140204,入山瀬,35.188276,138.647622,1
1140205,富士根,35.205251,138.63562,1
1140206,源道寺,35.214463,138.627057,1
1140207,富士宮,35.221409,138.614924,1
1140208,西富士宮,35.225456,138.602567,1
1140209,沼久保,35.199278,138.584283,1
1140210,芝川,35.197272,138.563845,1
1140211,稲子,35.230454,138.536892,1
1140212,十島,35.230153,138.515802,1
1140213,井出,35.247449,138.490989,1
1140214,寄畑,35.264832,138.474932,1
1140215,内船,35.282183,138.465068,1
1140216,甲斐大島,35.32817,138.45218,1
1140217,身延,35.361397,138.453021,1
1140218,塩之沢,35.379626,138.453887,1
1140219,波高島,35.418624,138.459747,1
1140220,下部温泉,35.425751,138.472359,1
1140221,甲斐常葉,35.444779,138.476975,1
1140222,市ノ瀬,35.462345,138.482154,1
1140223,久那土,35.48144,138.467391,1
1140224,甲斐岩間,35.492539,138.463057,1
1140225,落居,35.503612,138.471256,1
1140226,鰍沢口,35.541375,138.470916,1
1140227,市川大門,35.560451,138.493276,1
1140228,市川本町,35.560684,138.502028,1
1140229,芦川,35.563087,138.511241,1
1140230,甲斐上野,35.569592,138.520465,1
1140231,東花輪,35.594749,138.526935,1
1140232,小井川,35.604442,138.528523,1
1140233,常永,35.616877,138.532909,1
1140234,国母,35.630567,138.552113,1
1140235,甲斐住吉,35.63658,138.569892,1
1140236,南甲府,35.643496,138.577274,1
1140237,善光寺,35.65985,138.589278,1
1140238,金手,35.662264,138.578845,1
1140301,篠ノ井,36.5771,138.138046,1
1140302,今井,36.595732,138.145347,1
1140303,川中島,36.614167,138.150679,1
1140304,安茂里,36.630262,138.161791,1
1140305,長野,36.643307,138.189101,1
1140306,北長野,36.665123,138.222534,1
1140307,三才,36.686674,138.244079,1
1140308,豊野,36.710642,138.274458,1
1140309,牟礼,36.753239,138.247121,1
1140310,古間,36.792295,138.230461,1
1140311,黒姫,36.807214,138.197195,1
1140312,妙高高原,36.872175,138.211953,1
1140313,関山,36.933048,138.226415,1
1140314,二本木,36.989608,138.232765,1
1140315,新井,37.026738,138.255614,1
1140316,北新井,37.05296,138.257699,1
1140317,上越妙高,37.081599,138.24821,1
1140318,南高田,37.096766,138.242973,1
1140319,高田,37.115226,138.242018,1
1140320,春日山,37.148042,138.234922,1
1140321,直江津,37.170251,138.242265,1
1140402,黒井,37.1837,138.267518,1
1140403,犀潟,37.210345,138.305154,1
1140404,土底浜,37.222719,138.324779,1
1140405,潟町,37.234135,138.339902,1
1140406,上下浜,37.252178,138.361569,1
1140407,柿崎,37.277732,138.385933,1
1140408,米山,37.316804,138.431266,1
1140409,笠島,37.335794,138.467221,1
1140410,青海川,37.346143,138.486169,1
1140411,鯨波,37.355828,138.517263,1
1140412,柏崎,37.363495,138.556303,1
1140413,茨目,37.356986,138.586714,1
1140414,安田,37.341155,138.612057,1
1140415,北条,37.338262,138.636954,1
1140416,越後広田,37.357354,138.661243,1
1140417,長鳥,37.366405,138.684063,1
1140418,塚山,37.355114,138.729829,1
1140419,越後岩塚,37.38629,138.756372,1
1140420,来迎寺,37.397136,138.783523,1
1140421,前川,37.401795,138.823865,1
1140424,北長岡,37.468768,138.86247,1
1140425,押切,37.50467,138.880988,1
1140426,見附,37.540094,138.904792,1
1140427,帯織,37.572975,138.92848,1
1140428,東光寺,37.593098,138.942956,1
1140429,三条,37.620962,138.960593,1
1140430,東三条,37.628491,138.973703,1
1140431,保内,37.639322,139.014608,1
1140432,加茂,37.658806,139.048959,1
1140433,羽生田,37.693613,139.060715,1
1140434,田上,37.719035,139.074599,1
1140435,矢代田,37.748863,139.095654,1
1140436,古津,37.7727,139.114252,1
1140438,さつき野,37.812731,139.117466,1
1140439,荻川,37.833307,139.111477,1
1140440,亀田,37.877154,139.108065,1
1140441,越後石山,37.896407,139.095429,1
1140442,新潟,37.912299,139.060869,1
1140501,富山,36.701384,137.213091,1
1140502,東富山,36.741589,137.248953,1
1140503,水橋,36.743454,137.298404,1
1140504,滑川,36.769318,137.348666,1
1140505,東滑川,36.787987,137.37805,1
1140506,魚津,36.82642,137.405693,1
1140507,黒部,36.869322,137.434393,1
1140508,生地,36.906031,137.426534,1
1140509,西入善,36.930124,137.459298,1
1140510,入善,36.941296,137.499,1
1140511,泊,36.951897,137.556179,1
1140512,越中宮崎,36.973863,137.599423,1
1140513,市振,36.980448,137.650373,1
1140514,親不知,37.006818,137.738104,1
1140515,青海,37.022469,137.795622,1
1140516,糸魚川,37.043631,137.861311,1
1140517,梶屋敷,37.056577,137.905738,1
1140518,浦本,37.073935,137.939659,1
1140519,能生,37.096049,137.988405,1
1140520,筒石,37.127473,138.060768,1
1140521,名立,37.15584,138.092649,1
1140522,有間川,37.163323,138.136553,1
1140523,谷浜,37.162399,138.173867,1
1140602,東新潟,37.908773,139.108685,1
1140603,大形,37.915518,139.129272,1
1140604,新崎,37.922478,139.158558,1
1140605,早通,37.92109,139.178173,1
1140606,豊栄,37.919351,139.215347,1
1140607,黒山,37.937128,139.241177,1
1140608,佐々木,37.949716,139.270099,1
1140609,西新発田,37.942097,139.303474,1
1140705,信濃浅野,36.722011,138.294784,1
1140706,立ケ花,36.731257,138.307057,1
1140707,上今井,36.753947,138.319478,1
1140708,替佐,36.768999,138.323385,1
1140709,蓮,36.80888,138.349026,1
1140710,飯山,36.847642,138.359335,1
1140711,北飯山,36.85883,138.363765,1
1140712,信濃平,36.884918,138.378479,1
1140713,戸狩野沢温泉,36.916673,138.392952,1
1140714,上境,36.937916,138.419151,1
1140715,上桑名川,36.962559,138.441204,1
1140716,桑名川,36.975882,138.458007,1
1140717,西大滝,36.979169,138.480872,1
1140718,信濃白鳥,36.983591,138.50302,1
1140719,平滝,36.986041,138.533723,1
1140720,横倉,36.979875,138.55031,1
1140721,森宮野原,36.989447,138.57733,1
1140722,足滝,36.998958,138.603625,1
1140723,越後田中,37.005316,138.627058,1
1140724,津南,37.023503,138.639326,1
1140725,越後鹿渡,37.048054,138.671592,1
1140726,越後田沢,37.055387,138.694731,1
1140727,越後水沢,37.074324,138.718056,1
1140728,土市,37.097457,138.72951,1
1140729,十日町,37.134562,138.756188,1
1140730,魚沼中条,37.159467,138.772491,1
1140731,下条,37.198324,138.779989,1
1140732,越後岩沢,37.240753,138.797097,1
1140733,内ケ巻,37.250008,138.851833,1
1140802,東柏崎,37.373867,138.565802,1
1140803,西中通,37.392456,138.592651,1
1140804,荒浜,37.404699,138.601752,1
1140805,刈羽,37.430047,138.61955,1
1140806,西山,37.448375,138.64177,1
1140807,礼拝,37.459221,138.66392,1
1140808,石地,37.484132,138.688101,1
1140809,小木ノ城,37.515431,138.70402,1
1140810,出雲崎,37.531857,138.716291,1
1140811,妙法寺,37.566405,138.742037,1
1140812,小島谷,37.57455,138.771225,1
1140813,桐原,37.601553,138.792279,1
1140814,寺泊,37.620349,138.814519,1
1140815,分水,37.629032,138.839038,1
1140816,粟生津,37.653988,138.873484,1
1140817,南吉田,37.671999,138.870984,1
1140818,吉田,37.687111,138.878377,1
1140819,北吉田,37.702037,138.882209,1
1140820,岩室,37.721382,138.879881,1
1140821,巻,37.756753,138.889506,1
1140822,越後曽根,37.793544,138.911094,1
1140823,越後赤塚,37.816008,138.908201,1
1140824,内野西が丘,37.846355,138.926647,1
1140825,内野,37.85824,138.936615,1
1140826,新潟大学前,37.869178,138.95442,1
1140827,寺尾,37.879106,138.973742,1
1140828,小針,37.889591,138.991359,1
1140829,青山,37.898546,139.000813,1
1140830,関屋,37.906015,139.015087,1
1140831,白山,37.911829,139.029955,1
1140901,松本,36.230393,137.96445,1
1140902,北松本,36.236971,137.960983,1
1140903,島内,36.246991,137.944817,1
1140904,島高松,36.246322,137.931576,1
1140905,梓橋,36.250162,137.918027,1
1140906,一日市場,36.2596,137.904136,1
1140907,中萱,36.273434,137.903353,1
1140908,南豊科,36.291124,137.903457,1
1140909,豊科,36.299957,137.900896,1
1140910,柏矢町,36.322529,137.888349,1
1140911,穂高,36.33906,137.881869,1
1140912,有明,36.359949,137.878236,1
1140913,安曇追分,36.371795,137.872736,1
1140914,細野,36.397107,137.865722,1
1140915,北細野,36.406439,137.862725,1
1140916,信濃松川,36.424456,137.858631,1
1140917,安曇沓掛,36.447795,137.854784,1
1140918,信濃常盤,36.467403,137.847148,1
1140919,南大町,36.491536,137.856269,1
1140920,信濃大町,36.50031,137.861674,1
1140921,北大町,36.517558,137.857913,1
1140922,信濃木崎,36.535643,137.846189,1
1140923,稲尾,36.554058,137.842575,1
1140924,海ノ口,36.565652,137.841824,1
1140925,簗場,36.594666,137.844724,1
1140926,ヤナバスキー場前,36.605851,137.855039,2
1140927,南神城,36.637105,137.841551,1
1140928,神城,36.658287,137.846586,1
1140929,飯森,36.670563,137.85006,1
1140930,白馬,36.695922,137.863819,1
1140931,信濃森上,36.711132,137.871991,1
1140932,白馬大池,36.739918,137.885531,1
1140933,千国,36.763249,137.900895,1
1140934,南小谷,36.774604,137.908372,1
1140935,中土,36.80558,137.907879,1
1140936,北小谷,36.842567,137.906451,1
1140937,平岩,36.88688,137.86561,1
1140938,小滝,36.938155,137.85945,1
1140939,根知,36.966683,137.86711,1
1140940,頸城大野,37.006124,137.872447,1
1140941,姫川,37.020339,137.860914,1
1141001,弥彦,37.699161,138.831761,1
1141002,矢作,37.690649,138.851669,1
1141004,西燕,37.679819,138.909232,1
1141005,燕,37.667613,138.928419,1
1141006,燕三条,37.648824,138.939274,1
1141007,北三条,37.632702,138.956006,1
1141101,名古屋,35.170694,136.881637,1
1141102,金山,35.142928,136.900517,1
1141103,鶴舞,35.156416,136.917436,1
1141104,千種,35.170168,136.930665,1
1141105,大曽根,35.191508,136.937161,1
1141106,新守山,35.207283,136.951207,1
1141107,勝川,35.22982,136.956285,1
1141108,春日井,35.243139,136.985307,1
1141109,神領,35.256234,137.010006,1
1141110,高蔵寺,35.26434,137.043766,1
1141111,定光寺,35.278015,137.080981,1
1141112,古虎渓,35.302955,137.101011,1
1141113,多治見,35.334774,137.120294,1
1141114,土岐市,35.359708,137.182082,1
